x0,x1,2,3,4,5,6,7,8,9,pre
0.265909712,-1.264211849,1.248444678,-0.313827175,-1.602488379,-1.161246059,1.584227177,-0.979265716,-0.194089491,1.187017598,0.52143794
-1.118563183,0.467462435,-0.551581016,1.609551087,-0.94631645,1.476109347,-0.380433566,0.984051518,-0.884744947,-1.328241994,0.5848968
-0.406026157,0.459221698,0.543496379,0.78228435,0.968035113,1.09131748,0.551909118,0.311085242,-0.600298628,0.005421815,0.5604023
-0.10014663,1.335329232,1.235534147,1.389860405,-0.425786225,0.322290146,-1.57702798,0.159346609,-0.154969075,1.684016044,0.5604023
-0.796993257,-1.2691525,0.367187482,-0.250629182,-0.659345786,-0.657982935,-0.246500214,-1.645601992,1.283995184,-1.442598747,0.5299116
-1.042692192,-1.689921849,1.657356881,-0.348736372,-0.120017408,-1.226146918,-1.709316738,1.420717412,-0.322943563,-0.330286803,0.49604934
0.060500083,1.279620147,-0.555606145,-1.234712048,-1.050449475,-1.456082646,-0.374534497,-1.518458707,-0.411017574,0.366950885,0.5263081
-1.509075633,1.571369557,0.500201825,1.697757591,1.616574602,-1.107348161,-0.590233542,1.171795462,-1.496269118,-0.343068305,0.49863154
-1.37766937,-0.575082034,0.244180945,0.290243057,1.526403375,-1.207574859,-1.43041232,1.12804014,-0.452871741,0.921098308,0.5336766
-1.670449348,1.261995504,-0.806164945,0.986580458,1.023418904,0.084789694,-1.032899855,0.320440203,1.544050519,1.173689433,0.48239782
1.139348515,0.024210787,0.948240829,1.369517849,-0.571665296,-0.232270983,-1.183907338,-0.996056827,-1.702918347,-0.891748379,0.53796935
-0.708757311,-1.384934115,1.292891918,0.645198312,-1.461212564,0.862141025,0.865944939,1.481067747,-0.209234913,0.250525912,0.5126491
0.135096051,0.132775149,-1.468762181,1.326819891,-0.740116485,0.24490158,0.937533599,1.615051214,1.695145959,-0.921791684,0.5848968
-0.123535815,0.46969396,-0.167437297,-1.134823962,-1.642164361,0.364375379,0.901121399,-1.196869157,-0.228470876,-1.328152828,0.57532643
-1.019985082,1.092740604,-0.217943345,1.212862287,-1.509352863,-1.213377648,-1.315931282,-0.749784574,-1.6937253,1.570255728,0.5604023
0.964299853,0.457923163,0.621328099,1.488760596,1.450057043,1.253971198,-1.569345804,-0.274260989,1.167409907,0.957264914,0.57532643
0.799559907,-1.378720211,0.867044597,-1.40224997,1.624664314,0.818106721,0.327403286,-0.651130982,-1.433094346,-0.320585668,0.5044715
-0.486038567,0.583759813,1.075323977,-0.555899784,0.330351187,-0.60782216,1.436774981,-0.223909781,-0.967159174,-0.320343924,0.5364499
-1.669163164,0.981172488,1.53278697,1.417701595,-0.11359604,-1.698875576,-1.0984863,-0.39270251,1.032046377,1.17412633,0.5257681
0.385947326,0.233015068,-1.212533155,-0.948439353,-0.310358252,0.007716573,-0.500674366,-0.318284795,-0.478503829,-1.343913612,0.5848968
0.606330053,0.313917951,0.121056514,-0.189665527,-1.31419719,0.171447195,0.899464963,1.315508268,-1.246985624,0.601035839,0.57532643
0.409384942,-1.183693788,0.384735604,1.303419728,1.035793977,1.034589229,-1.727082411,1.356878631,-0.4690693,-0.85353033,0.52827245
-1.563242751,-0.630649406,-0.66593752,-1.650191457,0.659158687,-1.383341087,0.777650209,-0.209803051,1.689357443,-0.541331381,0.51918113
0.816255412,-1.183326256,-0.631065718,-0.197924449,1.542479624,-0.097744498,0.315447539,0.956092515,0.232388106,1.060700869,0.51271135
0.842657427,-1.705297718,1.366787689,-0.44263503,1.5104483,1.644171163,0.685213433,-0.749894839,-0.612126161,-0.258709209,0.48973864
0.062877817,0.321976739,0.732550794,0.225314115,-1.307622691,-0.666694495,0.697236587,-0.093590214,-0.313543208,1.391176734,0.5848968
-1.090406626,0.633005316,1.279649266,-0.898732145,-0.553174166,0.167477221,1.660513628,-1.414291359,1.44047055,0.07792629,0.5222173
0.954431354,-0.459759258,1.177598848,-1.160575007,1.467175212,1.142725278,-0.268310038,-1.718817709,0.300009435,0.518526498,0.5302985
0.693880298,0.549041549,1.142945099,1.094463264,0.791193744,-0.344966046,-0.380692758,0.087288284,-0.953463979,0.305904652,0.5346726
-0.833625991,-0.016536417,-1.334191712,-0.6595564,0.203835949,1.075927345,1.550396556,0.525104397,1.141938666,-0.175451506,0.5370863
-0.404886415,-1.721132239,1.401146958,-1.102093809,-0.571595391,1.530253664,-1.090513838,0.742535371,0.649367475,1.707657629,0.47502396
0.857727334,1.553559407,0.28397753,-1.662216037,-0.517574413,0.479314184,-0.014617638,0.462828039,1.154555832,-1.617110911,0.51726294
-0.435340374,0.906407964,0.039004724,1.390226133,-0.221889373,0.006579388,-1.044542094,-0.869046726,0.295088336,-0.843009572,0.5604023
0.20690516,0.689748431,-0.489998753,0.999912171,-0.419875291,-0.697402056,1.432437072,0.797927546,0.520253593,0.248959925,0.5604023
-1.759918816,1.559634812,0.751728634,-0.519991964,0.606038624,0.924152524,1.353500059,1.507639498,-1.424645207,-1.565127549,0.49018654
1.511514289,-0.193178889,-0.799395981,-0.359179937,1.050955221,1.320619078,-1.510149701,1.139460259,0.53097924,0.526233631,0.5146007
1.408963417,-0.48637564,0.806660711,1.53223051,-1.196590102,-0.386584495,-0.070065898,-1.597768319,1.413199546,-1.126704073,0.57532643
-1.611481029,-0.994864803,-0.313875398,0.750657137,0.237589715,-0.808724677,1.720596088,-0.076209314,-0.019487868,1.136756187,0.51024514
1.665473715,-1.1258786,-0.846806689,-1.282228817,-1.253515546,1.177720496,1.128149093,1.294869464,-1.564731605,-0.323215552,0.4942849
0.687798281,-0.490407328,0.961834595,1.380081985,-1.039999533,-0.48076283,-0.039957387,0.375159377,1.363254059,-1.5432284,0.5848968
-1.661395285,0.118150172,0.683517231,-1.125634169,0.091686155,1.213861058,1.303923407,0.096969607,-1.31872352,0.767913885,0.5149364
0.168024469,1.437680731,1.179574665,-0.373471532,1.354567349,-0.867162721,-0.049206589,1.550627756,-1.527675975,-0.46876125,0.50669914
0.604763746,-1.616028917,1.609572747,1.078390299,-0.947140132,-0.226489947,0.368125419,-0.506235047,-1.486754113,0.144800112,0.503081
-0.839988739,0.121726397,0.566722898,-0.852791142,0.796899131,0.507825582,-0.603711513,-1.05475269,-0.641975615,1.267879519,0.53103864
0.992186274,-1.385010429,-1.230592253,-0.091129106,1.29939348,0.507814763,-1.681255617,-0.248914444,0.624277876,-0.119942215,0.5116195
-1.427646199,1.648320694,0.813966005,1.724438536,-0.788682187,-0.30327882,1.706562145,-0.417780705,1.461681782,-1.075437102,0.49196598
1.172511608,-0.721457578,-0.350088526,1.605069684,-1.147980056,-1.575327678,0.190137773,1.075030209,0.044957427,-0.68469679,0.53527516
1.1303097,1.000850623,-0.059167994,-0.661443519,-0.332406569,0.36224514,1.062631808,1.235156553,0.777228812,-1.57278977,0.52162945
-1.045764144,-0.285110336,0.458813279,-1.712045171,0.916505826,0.600368808,-1.537425056,-1.142952149,1.314665399,-0.17756398,0.52427405
-1.301513154,1.434174561,-1.169310054,0.896536639,1.11144419,0.701889301,-1.436190759,0.347879719,0.788126944,-1.022072689,0.49964583
0.41067461,-1.499692454,-0.838557519,0.305406534,-0.107012842,0.24423401,-0.580675281,-1.590745343,-0.857107109,0.07310827,0.5107233
1.315771097,-1.631805676,-0.211183074,0.405841332,1.569882658,-1.420840222,0.356673633,-1.648338747,1.6683941,-0.852933417,0.5265096
0.544139271,-0.978848602,-0.183496944,0.86613203,-1.680524711,-1.468373991,-0.449192931,0.698313563,-0.023463075,-1.016450046,0.5848968
0.368166192,-1.385305696,1.660603841,0.107003732,1.490774333,0.895343474,1.104065622,-0.515888878,-0.255589154,-0.534930399,0.5124913
0.268034639,-0.920124172,-0.566260551,1.181275414,-0.123578943,0.924626165,1.156024504,-0.313842679,-1.699234614,1.413257202,0.5370509
-0.439669565,-1.360047269,1.645002371,0.182708801,1.460775244,-1.567131161,-0.927366279,-0.820679819,0.964585158,0.536152356,0.52580625
1.027345482,-1.454049262,-1.593573596,0.866926644,-1.326028335,-0.450134831,-0.921253269,-1.22854559,-0.837233038,-1.074307712,0.5289544
0.715372895,-1.194099715,-1.437099062,1.585768551,0.940679494,0.731494674,0.307317344,1.135105468,-0.765933917,0.086006775,0.52507544
0.735405372,0.633446199,-0.243677175,-0.457255717,-1.31458933,-0.595555842,0.659252432,0.005322365,-1.25513172,-0.9583922,0.5344605
1.203370282,0.132057657,-1.051514658,-0.277470061,1.709590069,1.310997449,-0.892516408,1.147623075,-0.099079578,0.43187236,0.5310866
1.360903888,-0.917216703,-0.883165404,0.653076523,0.432057017,-1.304963896,1.018388489,-1.069369924,-0.959972254,1.139648659,0.5170024
-1.047608121,0.319600866,-1.203843598,-1.537908076,-0.072999183,-1.226472243,0.278628173,0.509636048,1.327323344,-0.85150528,0.53398025
0.4303668,-0.203854258,-0.235956756,0.017362235,0.019590212,-1.700784988,-0.168240497,-0.629927978,1.063479191,0.389941748,0.5848968
-0.090392997,-0.448730903,-0.106342852,1.126142558,0.067455532,-1.181395687,-0.673011258,0.099540253,0.287980379,0.637646928,0.5848968
-0.452878157,1.347738374,0.191766525,0.781315269,-0.394182807,0.515901919,0.361144098,0.598666312,-1.557831405,1.262442187,0.52823037
1.258468883,1.383607027,1.256792209,-1.535929071,-1.204920885,-0.310934729,-1.643552383,0.530653706,1.265722088,-1.519627546,0.5182459
-0.16018057,0.029668239,-1.496996824,1.094043179,1.324269963,1.055034829,-0.233339522,-0.551080553,-1.145541569,1.086684453,0.5604023
-0.790059847,1.313451131,-0.437198677,-1.433395043,1.509173027,-1.177712112,-0.067126128,0.077218812,1.049260597,1.248733155,0.500381
-0.736422303,-0.475121969,-1.144220049,-0.611065929,-0.882958429,1.231290745,-0.225261494,-0.58320835,-1.68457329,0.892787853,0.5328205
-0.863365546,0.643679069,0.856636858,0.95559149,-0.683799852,1.586670007,-0.853975369,1.42659885,1.022104469,-0.329160853,0.5848968
1.694547622,1.149742352,1.177908392,1.199091593,-0.245394791,0.707848091,1.543588546,0.627057631,-0.627374638,-0.238561356,0.488971
-0.16754191,-0.510353745,1.560502968,-1.179034602,-0.489553593,0.53288812,-1.238482554,1.701144985,-0.831939961,1.07395991,0.53453034
-0.380763524,-1.109114928,0.28589506,1.420521474,0.876326309,0.79695382,-0.057272037,0.229634923,1.56660978,-0.765069375,0.5604023
1.07364516,1.17955823,-1.677906496,0.000594291,-0.209386126,0.848921469,0.216382028,0.130615516,0.831607974,-0.097514098,0.52918726
-1.646698945,-0.720029394,0.364773752,1.196935259,-1.452817539,0.988411251,0.91049824,0.001865525,-0.651215867,-1.228634116,0.5266083
1.066972614,-1.693418352,0.999923384,-0.685921262,-0.365459055,-0.648136931,-1.49683842,-1.232021378,-0.992927022,0.940518262,0.48683655
-1.292105112,-1.640816547,1.582173619,-1.111804542,0.500742227,-1.114578859,0.403505572,-0.392529693,-1.577801806,0.579416898,0.4838546
-1.142491793,1.229239494,1.195744121,0.424810271,0.960974571,-0.521440976,1.119943406,-1.529135302,0.275119269,-0.94834837,0.5020761
1.637262683,-1.670250249,0.290451193,-0.597929387,0.607767652,-0.60575355,1.376284702,-0.063819591,-0.712481453,-0.774896544,0.4758278
-0.394855883,1.18500512,0.924802452,-0.835272716,0.851804476,0.641880382,0.800813316,-0.535902628,0.289286003,0.008222116,0.51956433
1.410144896,-0.323309829,0.848248696,0.508717266,0.041694396,-0.974417076,-0.299291641,0.158837552,-0.935723012,0.908407716,0.5110988
0.794183456,-0.734452152,1.127477598,-1.107858272,1.15112851,1.577633243,0.980033605,0.703052876,-0.41858859,-0.518968743,0.5265556
-1.376405145,0.501412046,-1.454389375,-1.482662779,-0.556450976,0.338854664,-1.469537459,0.01950515,-0.928828689,-0.761644709,0.5274577
1.689755914,-0.349826131,1.311362566,-0.153249764,-1.038403424,1.301809023,-0.709937091,-1.521475157,-0.188266724,0.074324512,0.5074442
-0.137299081,-0.592861916,1.274707885,-1.539095876,-0.785213101,-0.309907879,-0.660847827,-0.366795667,0.182212746,-1.521549544,0.53818554
-0.757388463,0.290890694,-1.185804153,1.539639242,0.545179773,0.279110062,1.043221897,-0.092901629,-1.512719969,0.340984759,0.5604023
-0.429702807,-1.28873413,0.078693922,-0.432522148,0.220531166,1.672806729,1.644273282,-0.352150364,0.229707002,-0.020583291,0.5085178
-0.786862176,0.103920074,-0.941378189,0.899596533,-1.298282612,0.877795263,1.290865362,1.497735601,-0.815129659,0.519686207,0.5848968
-0.689965757,1.490145238,1.083597722,-1.694832959,-0.629082674,-1.666185895,-0.952043502,1.014916091,-1.244473165,0.810566005,0.5212584
-0.988586487,1.262436228,0.474422089,1.22101691,0.327861254,-0.694879427,-1.29257541,-0.57748964,-0.901751202,-1.667487243,0.52478474
-1.561996208,0.508130921,1.056773042,1.066369232,0.006071568,-0.35214239,1.417382113,1.104880362,-0.415020961,1.585858858,0.52312195
0.891863223,-1.129032483,0.531711127,-0.036113505,-1.410840391,-0.45109704,-1.089750289,1.317835706,1.052304361,1.628111657,0.5226814
1.028768653,-0.503653537,1.63495474,1.506882916,-0.445239974,-1.424395977,-0.660369773,-0.72019352,0.80907605,-0.316049189,0.5848968
-0.530898068,1.622272756,-1.426636817,-0.021419114,0.509363417,-1.370877313,1.720232016,-0.087072412,1.195827466,-1.071180187,0.49062544
1.253510379,0.607139378,-1.593128916,-1.095814591,-0.479251866,-1.343234249,0.260085594,-1.266846407,0.272077129,0.02397203,0.5325085
-1.097727084,1.648195079,0.216700323,0.606909785,0.835248144,1.102767257,-0.173080728,-0.086753579,-1.198429409,-0.506027851,0.49322093
-0.299692129,-0.971980263,0.701108968,1.253818869,-0.465312788,0.280543931,0.413352837,0.460482279,-1.578025896,-0.573360209,0.5369454
-1.009119656,-1.490913163,-1.484364725,-1.248158664,-0.452370191,-0.14751896,1.079258495,-1.232293026,-1.440903554,1.385542949,0.4947488
-1.030232407,-1.338072518,-1.359520449,0.54012726,-0.685304174,-0.104569566,0.273210443,-0.593576146,-0.532464782,1.063857961,0.5069053
1.286482186,-0.418958015,0.803470696,0.953072625,-1.573124467,0.367106019,-0.423274506,1.513161151,-0.869086126,-0.990365847,0.51813525
0.603393984,-0.696619087,1.491417997,0.842563019,-0.425832363,1.699469787,0.863988813,-1.002217179,0.551913166,0.198509339,0.53500617
1.521879537,1.013629627,0.456193985,-1.000222836,1.66138276,0.868107018,-1.489033108,-0.811732938,-1.059675459,-0.912014569,0.51876175
-1.666804509,0.522152411,-0.257231833,-1.670678044,0.093468169,-0.07930867,-0.366295388,0.986212279,-0.825927828,-0.676318082,0.5191989
0.662225319,-0.012535331,0.850955647,0.109252602,1.233071299,0.372545227,1.644419382,1.236375606,1.238846255,-0.152331581,0.5604023
-0.530354767,1.366524682,1.417557885,0.025171751,1.514195385,0.714222859,0.227259417,-1.41224667,-0.506628308,-1.66933527,0.5123761
1.364374962,-1.693188116,-0.016385798,0.730359056,-1.679238451,-1.662636966,0.831990752,-0.875677231,0.542825292,1.584084208,0.50661
-0.892129425,-0.844784406,-0.350077311,-1.261042917,-1.110817555,-0.15478711,0.316591646,0.325756129,-0.614730594,-0.821028741,0.52043605
0.683499266,0.886995197,-0.880113389,1.445634792,0.3859205,-0.896684641,0.520969532,1.287422515,0.809670472,-1.530844726,0.5354676
-1.514006782,1.669258797,-1.031097514,0.577950406,-0.22114012,-0.16675932,-0.045879927,-1.474468053,-0.226381729,-0.275737068,0.47174
1.648500508,-0.469076241,0.42502528,1.393958826,0.038079933,-1.062114424,0.162592486,-1.090605528,-0.379121534,0.374048929,0.50814795
0.159533576,0.20963088,0.578408817,-0.328978724,0.588241633,0.026161957,-0.850767232,-1.524805234,0.684361948,-0.831507124,0.5848968
-0.825118553,1.001853551,1.078233151,-0.97998815,0.481965014,-1.580372509,-0.970933777,-0.207470263,1.593700926,0.125588495,0.52594143
-0.52917066,-1.415097653,0.787207706,-1.577228713,-0.441095925,-1.607597775,-1.314412216,-1.714841977,1.70849965,-0.336338574,0.5234837
1.026258738,-0.388637232,0.520618766,-0.914281148,-0.584048757,-1.041228213,-0.188039499,0.831182202,-0.566162976,-0.762173211,0.52430004
-0.867674544,1.165629022,-0.64902332,-1.609443824,0.95712576,-0.092071183,-0.345481044,1.085412891,0.327935804,-0.097654593,0.5129913
0.228099734,-0.166644622,-1.638281951,-1.658254406,0.974195614,-0.42755829,1.16507013,1.618535621,-0.131077541,-0.950039292,0.5848968
1.337786055,-0.473335168,1.11979367,-1.640203148,0.859191322,1.141781572,0.134777762,1.265558701,-0.008766175,0.891761859,0.5101822
1.643089848,0.168368889,-0.142829367,-0.615015316,0.178866086,1.175378636,-1.16737717,1.593085849,-1.417802768,-0.039634329,0.51020694
-0.991794166,-1.343241503,1.569265871,0.99808586,-0.351353788,1.544245346,1.313790033,-0.124942276,1.537907942,-0.138258684,0.5194529
-1.440937686,-0.071112161,-0.261604315,1.024062315,0.115142427,-1.592512292,-1.586095403,0.18015328,0.900697923,0.658610573,0.5848968
-1.497843059,0.231714216,0.086763811,-0.397489245,0.802181877,0.649408626,0.823422757,-0.014670106,-0.50457737,1.620484898,0.5072716
-0.191470449,1.663654672,1.478073146,-1.282712009,0.743205527,0.949988306,-1.005239708,-1.207903838,-0.775426699,-0.873283747,0.5160871
0.762163805,1.614268549,-1.69090639,0.170069507,-0.788356652,-0.455750113,0.098701102,0.404869325,-0.944925825,0.9485826,0.51590306
1.367289377,0.836309376,-0.770330019,-0.401502956,1.627561922,0.986222277,1.73388642,-0.62745589,1.563940673,-0.76625177,0.53098744
1.609082935,-1.24116138,0.672334719,0.052602924,0.568856641,-0.822689557,-1.539603465,-1.62643482,0.674787135,-1.363013685,0.51927936
1.569135241,-1.124781551,1.543140889,-1.395087569,1.382609171,1.040271294,0.49234063,-0.468213564,-0.074609729,-0.27021032,0.49081817
0.721256116,-0.439311425,1.513194929,-0.458151755,0.658842323,0.26888212,-1.672367065,-1.518928038,1.206056671,0.777689192,0.5604023
0.888485029,1.025290118,0.609704931,0.607053499,-1.409864177,-0.429107094,-1.471838886,1.097175987,0.434059315,0.772959191,0.5371157
-1.315410094,0.438168365,-0.543509123,1.312187841,-0.625945129,0.668382608,-0.131667767,1.123741202,1.337472233,-0.207123169,0.53733575
-1.250227729,0.605580449,-1.049789798,1.106588042,1.133376642,1.451935261,1.523194116,0.301382516,0.252612732,0.253247968,0.509746
1.674887532,-1.720089311,0.11892427,1.306721142,0.385826448,-0.891834017,0.050142053,-0.842164067,-1.519058672,-1.033928216,0.4897889
-0.075571634,-1.224067724,0.861556065,-0.341801534,0.366773324,-0.526101706,-1.566391003,-0.24343247,-0.330340288,0.039439063,0.5166246
1.499621622,1.638543381,0.639620345,0.013603471,1.068713842,0.092388961,0.275181445,0.879336502,-0.085755728,-0.508764119,0.48826006
0.703695906,0.658797958,-0.890612318,-1.684620913,1.554946766,0.280496566,1.601211324,1.067722892,0.701198799,0.810424483,0.5604023
-0.855014366,0.43238585,0.357004309,1.568658267,-0.250403724,-1.327460331,-1.202782516,0.003639128,-0.756198374,-1.250002818,0.5848968
-1.254130322,-1.332067017,0.364335802,-1.239721823,0.468366183,-1.193317643,-0.920306494,0.390934193,-0.591433824,0.026997294,0.4977155
0.537938353,0.912690326,1.637361834,-1.696252169,-0.28986255,-1.189779583,-0.34878945,0.20054444,-1.232701962,-1.714357587,0.52418584
0.863075668,-1.015674789,-1.468653059,0.972556399,1.71038916,-1.226234549,1.161979312,-1.133940689,-0.100122412,-1.478612867,0.57532643
1.267323373,1.640080101,0.943871133,1.718297946,-1.220285321,-0.695041333,0.218130652,0.727584196,-0.418278968,0.414289923,0.49507582
-0.755695923,0.913288551,-0.231490789,-0.510084455,-0.835798796,-0.719165822,0.612257015,0.959938591,-0.184168659,-0.003030116,0.5281992
-0.501235688,0.476361598,-0.531424422,-0.342623129,-0.918596031,-0.258090479,-0.244728933,1.473738707,-0.475028815,0.8563674,0.5848968
-1.542647427,-0.306321208,0.649322471,0.883761158,-0.933911957,0.509686415,0.025908451,-0.504084468,1.742009976,-0.199950146,0.5310315
0.090312978,0.360713842,-0.891608645,0.199974829,-1.643874314,1.057628857,-0.222325691,-0.777278795,1.031943201,-1.603152599,0.5848968
0.954338493,1.009061968,1.666389095,0.986588277,0.622792442,0.154483339,-0.893203052,0.366386512,-0.262694183,0.77727546,0.5266744
-0.470325958,1.004364529,0.584264617,1.209691242,-0.343774689,-1.698259947,1.065382256,-0.211349621,0.597700271,-0.436708159,0.5293256
-1.023342794,-0.998129932,-1.654666649,-0.095603953,-0.995642635,0.966572539,0.457574475,-1.3310107,-1.442130572,1.698224093,0.5136463
-0.081585459,-0.436128251,-1.315774742,-1.339988735,-0.141288293,0.229872268,0.077938087,-0.784076344,1.458014798,-1.281887629,0.5848968
-1.176203735,-0.500551291,-0.629928846,0.151593364,1.211191826,0.806271924,1.42741326,0.386852066,-0.685313775,0.101410377,0.52097833
0.343276649,-1.711700588,-1.0370386,0.276658913,1.363069798,1.443908596,-1.016737724,0.456744972,1.546035709,-1.247491569,0.51792705
-0.378781481,-0.450323394,-0.148213833,0.998148028,1.414256144,0.922363981,-0.114432962,0.484036794,1.203331189,-1.605291374,0.5848968
-0.223186127,1.690571974,-1.432884565,-0.918113134,1.309722473,-0.957146951,-0.504692728,0.877050545,1.54564495,0.354388714,0.49782383
0.041198331,0.756148186,-1.014409121,0.34360711,-0.13010054,-0.866999777,-0.271137574,-0.265943741,-0.075980504,-1.394034325,0.5604023
1.095861476,-0.011839391,0.254816825,1.190764291,-1.444180059,-1.489006252,1.347110714,0.541830362,-1.012503159,-0.332277565,0.53144145
1.416814977,1.044416686,-0.563376674,1.100767625,1.102200208,0.214151551,-1.491569244,0.975793314,-0.048691796,1.520578127,0.51751554
-0.5803216,-1.100328943,1.356026225,-1.212855745,-0.37872744,1.282182829,-0.783261288,-0.018582595,0.052055859,0.607001294,0.50372547
-0.965609917,1.225090689,-0.051579949,-1.711747118,-0.515925912,1.01247079,0.25351403,-0.886472004,0.425336909,-0.772377196,0.5114136
-0.027649035,0.189441678,0.328318151,0.660600126,0.628537187,-1.464610998,-0.435290228,1.186897099,1.025961943,-1.544371431,0.5848968
1.265586158,0.035232431,1.041653335,-0.450713221,1.655880078,0.550770011,0.819789739,0.215247257,1.271865572,0.325638828,0.524832
-1.429918228,0.739918953,1.315553143,0.627224109,-0.661043996,1.490331772,-0.550922097,1.215080782,1.512535993,0.485483656,0.5302357
1.231424856,0.50454301,-0.263895959,-1.674543137,-1.038644347,-1.152911733,0.373869482,-0.980595306,0.797721429,-1.500415017,0.5321159
0.072360263,-0.95436805,-0.832021249,-0.21977756,1.109668863,1.206391584,-0.071698913,0.812281899,1.215298416,-0.647356688,0.5349519
-0.457561193,0.158944572,0.218078656,0.840841995,-0.934174521,-0.723124527,1.630732726,-1.294989149,-1.61222917,1.576199336,0.5848968
-1.599909839,1.381742396,1.601975972,0.797348282,-0.88994496,-1.648912843,-1.019649457,-0.184914791,-0.441289708,0.926851598,0.51668763
0.698472634,-1.688689157,1.250860035,-0.608835759,1.182217024,-1.288754136,-0.83151971,0.676208888,1.431886356,-0.704817185,0.50750184
