x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,pre
0.854674854,-0.448200777,0.833863769,-0.34315149,0.181483221,0.101041564,0.117377978,-0.667756643,-0.781957705,-0.384979151,1
0.661305907,-0.949951644,-0.787297814,0.636209245,0.94808065,0.229354466,-0.331168773,-0.292156583,0.720071136,-0.941358693,1
-0.569575003,0.723078871,0.090815568,0.879766829,-0.031276134,0.0973527,-0.829681773,-0.664848804,-0.805319639,-0.833017988,1
0.839985172,-0.063817578,0.380486266,-0.758011808,-0.424734597,0.849360677,0.636408583,0.53997761,0.373958653,-0.146161254,1
-0.706756252,0.926100532,0.134352076,-0.757472793,-0.489769168,0.3919695,0.813879544,-0.812181118,-0.961371009,-0.120426027,1
-0.347094998,0.118496656,0.287829336,0.613046446,0.285157921,-0.342799875,-0.058380538,0.227475777,-0.769488359,0.001876527,1
0.311181599,-0.398879905,-0.234183771,0.265954575,-0.613547186,0.979682427,0.27227902,-0.08127999,0.961834515,-0.007786844,1
-0.487391299,0.493816816,0.151945513,-0.968260795,0.888586125,0.967479678,0.273633731,0.968041936,0.426547069,-0.180047399,1
-0.988294753,-0.697266686,-0.448558763,0.861254714,-0.346145489,-0.952727028,-0.415826509,-0.786860055,-0.19212986,-0.184922445,0.9968191
-0.544147016,0.852257211,0.950667404,0.91289185,-0.598864138,0.429197497,-0.356585256,0.384739836,-0.286509644,0.51549674,1
-0.914446329,-0.000807635,0.247558815,0.224387648,-0.464403803,-0.610156518,0.072788488,-0.707842753,-0.050093108,0.044054573,0.99999976
0.094091381,-0.36465195,0.734472573,-0.810882862,0.936055146,-0.58988875,0.185132022,-0.305417087,0.518601173,0.960328178,1
0.237859573,0.546785493,-0.370408043,0.648761474,-0.766582447,0.111967806,0.872670059,0.139828052,0.912963155,-0.769389442,1
0.436175499,-0.286645971,-0.780527852,0.647225974,0.294797411,-0.473743091,0.174103274,0.23010547,0.627444285,-0.875627177,1
-0.42498134,-0.623872351,0.331829981,-0.823039744,0.577138786,-0.609869625,-0.716228115,0.948474645,-0.806665762,-0.720265996,2.59157E-05
-0.894165144,0.085260786,-0.124080643,0.003059462,0.220160836,0.219290575,0.985791226,-0.635595622,-0.918462177,-0.782823097,1
-0.253235749,0.536516042,-0.273559133,-0.176103135,-0.348547986,0.59171912,-0.88551782,0.173118763,-0.19324225,0.70255387,1
-0.489056801,-0.865263987,0.744510287,0.567874053,0.802683708,-0.685770853,-0.92157018,0.478329321,-0.99414452,0.816750248,0.002009539
-0.642853539,0.881264533,0.344160501,0.896180773,-0.298452257,0.736875689,0.320239215,0.094131334,0.20986931,0.723945639,1
0.583245396,-0.703806591,-0.627418989,-0.189475753,-0.788633621,0.975144533,-0.422211413,0.79140815,-0.010180883,0.633264666,1
-0.509532568,0.46761204,-0.516314242,-0.832043697,0.605462074,0.685884823,0.063156861,-0.11185875,-0.202275888,0.985833593,1
-0.759061326,-0.738756357,0.145803181,0.853055425,-0.343979838,0.771993572,0.790466396,-0.680437259,0.184002002,0.91554903,0.9881703
0.88449604,0.147065106,0.819812859,0.764950813,0.827818063,-0.044416963,0.647010405,0.602907186,-0.91091176,-0.650902301,1
-0.857541277,-0.867903707,0.770714826,0.953425537,0.041111726,-0.175617678,0.372272144,-0.141448175,0.513893335,-0.057311594,0.010339374
-0.179894766,-0.222422876,0.241695448,0.899311009,-0.076724408,-0.196346009,-0.821893608,-0.477121047,-0.149728403,-0.35788427,0.9696739
0.358788312,-0.094231604,-0.516275094,0.55392452,0.081225755,0.248681661,-0.117069696,0.084702893,-0.131424174,-0.303728893,1
-0.744450225,-0.332564579,0.790900507,0.313814393,0.887195795,0.734753289,0.510530277,0.790774602,0.192394729,0.275507711,0.011365421
0.874388305,-0.322501941,-0.142026865,-0.91578745,0.908444377,0.588121575,-0.079814678,-0.68643269,-0.324514446,0.793814217,1
-0.404953681,0.021932426,-0.1171057,0.381724738,-0.323472883,0.025527278,0.622305438,0.086725445,0.274829752,-0.690262318,1
0.625393122,-0.83033676,-0.918293085,-0.389360278,0.269312837,0.685063189,-0.639257663,-0.435200428,0.708343331,-0.667796639,0.9999821
-0.985892349,0.343579047,-0.936534386,-0.502999033,-0.306943343,-0.010620794,0.735636992,0.338005592,0.542260612,-0.577999578,1
-0.37451573,0.617223861,-0.798794739,-0.330237157,-0.09004395,0.042080058,0.854312585,0.489197465,0.782347964,-0.903401,1
0.228055224,0.902404871,0.247687126,-0.013200089,0.473830892,-0.802164628,-0.475603932,0.084676517,-0.495091646,-0.623920644,1
-0.727520664,-0.43419341,-0.540616614,-0.000605079,0.956632857,-0.553240702,-0.108695554,-0.768475366,-0.271792626,0.078981493,0.008657453
0.567832172,-0.705276356,-0.395321826,0.476859733,0.246814266,-0.886069069,0.752287364,0.808695313,0.717355628,-0.60385048,1
0.014465882,0.288406176,0.504613572,0.337084291,-0.955324921,-0.262165385,0.849610839,-0.771486389,0.815786508,0.79299306,1
-0.921969141,-0.186258641,-0.968126311,0.861678793,-0.181905065,-0.639540937,-0.177577882,0.608613109,-0.585875188,-0.893043433,0.91764545
-0.07571144,-0.660563729,-0.421034903,-0.289709825,-0.020353995,0.818614454,-0.610812318,-0.597018508,0.064731369,0.760232292,0.000260643
0.470248324,0.33663775,0.530381762,0.590273598,-0.798023901,-0.853950553,0.860981638,-0.595290284,-0.159614476,0.407656609,1
-0.054068138,0.340274522,0.72468768,0.799280774,-0.175402798,-0.975377035,0.827721074,0.450602843,-0.56894715,0.963438967,1
-0.82436587,-0.443841962,0.405197889,-0.458416862,-0.690078645,0.564714595,0.065055104,-0.421404336,-0.921577406,0.552608035,0.99997157
0.159197429,0.984211133,0.605195834,-0.299228851,0.747550846,0.371091037,-0.642948011,-0.280476947,0.810140391,-0.839893267,1
-0.834494816,0.42314766,-0.030524476,-0.569509171,-0.827234195,0.150595679,-0.147022678,-0.001897521,0.301889424,0.310561758,1
0.051131995,0.814042964,-0.508525386,-0.046562187,0.699287891,0.170234207,-0.472443185,0.449599028,-0.08006533,0.605480425,1
-0.213195538,0.085968484,-0.370355173,0.552637619,-0.733600744,-0.185095195,-0.056416904,0.373655439,-0.364164374,0.52552783,1
0.399456705,-0.659917923,-0.33306411,0.127697324,0.933775301,-0.085888152,-0.523544218,0.711484854,-0.083894663,-0.591489998,1
-0.574683557,-0.909644502,0.090715012,-0.217295327,0.485306408,-0.52573117,-0.941364766,-0.898945304,0.630732856,0.27173589,0.00052551
0.670307737,0.032704259,0.978073336,0.215707288,-0.958910596,0.500931596,-0.648129697,-0.805806587,0.688194379,-0.895426852,1
-0.555419246,0.383013284,0.177498211,-0.125798344,-0.542423765,-0.308511854,0.33168516,0.790341543,-0.262720378,0.334482912,1
-0.344275709,0.506784751,0.131469572,-0.234546939,-0.964625673,0.655567127,-0.199399861,0.467691402,-0.130794975,-0.400076552,1
0.865148433,0.148338142,-0.580430404,0.511639015,0.403730894,0.671835399,0.587852514,-0.992689241,0.572764689,-0.811022613,1
0.020288058,0.742081773,0.806362293,-0.352127351,-0.184896515,0.245994196,0.912045352,0.189958586,0.704906233,0.698327695,1
-0.601812403,0.868524152,-0.225749453,-0.172578672,-0.014200895,0.134988614,0.360064426,0.387955554,0.104483633,0.07886931,1
0.156600606,0.501099733,0.220492914,-0.79571457,0.588338777,0.56654739,-0.568648859,0.425271214,-0.369087837,-0.794552126,1
0.307244019,0.723904695,-0.384969728,-0.173181904,-0.077811966,0.145215352,0.003503715,-0.810583445,0.393303317,0.172865567,1
0.578279125,0.460145596,0.501884693,0.17527668,-0.425034056,-0.607721018,0.064523818,0.477674573,-0.104716938,-0.733139151,1
0.56691456,-0.031400673,0.593052121,-0.262617364,0.887937751,0.67030062,-0.408200006,-0.43516547,-0.772716668,0.967311338,1
-0.16413703,-0.323844052,-0.38248865,-0.16239616,0.944456858,0.42638154,-0.564115156,-0.467521155,-0.750353782,0.498593793,0.99710613
-0.502494967,0.812948931,0.593785205,0.773284289,0.245006411,-0.877416984,-0.527876701,-0.350869262,-0.422089299,-0.439685571,1
0.189610426,-0.355109143,-0.151768344,-0.657016247,-0.053938499,-0.63014051,-0.537341936,0.851035899,-0.126225198,-0.711881081,1
0.437954859,-0.523238073,-0.939794796,-0.658291516,0.685779525,-0.377442809,0.581430125,0.663183376,0.301348729,-0.666899117,1
-0.94376997,0.02495813,0.249583383,-0.639769519,-0.523788554,0.961177938,-0.174227916,0.540627072,-0.19307548,-0.393267834,0.7477391
0.131641077,0.598212422,-0.496097047,-0.224385823,-0.77285079,0.609841424,-0.301995291,-0.729815347,0.056601792,0.543602709,1
0.379060307,-0.962156843,0.900122788,-0.03269566,-0.92231965,-0.002449338,-0.779937524,0.80976773,0.299209609,0.385403591,0.09615291
-0.948038865,-0.507528699,0.630912148,0.871637809,-0.957258893,0.433007727,-0.965147687,0.816759151,-0.37350431,0.275924425,1
-0.73747497,-0.46710929,0.939541352,-0.514930016,0.941080679,0.858059417,-0.92288652,-0.502986656,0.153765211,0.394661643,2.37287E-07
-0.13950415,-0.091600233,-0.23057337,-0.212674041,0.648887493,0.464934821,0.692654425,0.857239221,0.931017072,0.059650656,1
-0.407087946,0.162639122,-0.640103615,-0.668522374,-0.437440127,0.164761342,-0.292341683,0.039501152,-0.683533307,0.313460183,1
-0.57655348,0.107798617,-0.719188242,0.049821271,0.536831788,-0.719772261,-0.684693466,-0.620659233,-0.875493124,-0.053211375,0.9999964
-0.928780938,0.032286593,0.444271504,0.89753983,0.229713044,-0.876051938,0.92416582,0.797632993,0.960733961,-0.296233353,1
0.013622246,-0.834362532,-0.955070146,0.16409842,0.442567316,-0.417932323,0.263166546,0.933616748,-0.855266297,0.141066421,0.9616843
-0.513756916,0.483262816,-0.885210317,0.895033276,-0.858962397,-0.81435491,0.922483593,0.521214024,-0.082712165,0.146947464,1
-0.628805724,0.480482703,0.915017754,0.006917139,-0.110429506,-0.362309721,-0.036053814,0.102670118,-0.779394049,0.708596026,1
-0.071531753,-0.366114629,0.173047989,-0.972233225,0.73909388,-0.903170839,0.601907344,0.442610533,0.284542653,-0.211386139,1
0.170874637,-0.155013933,0.906716825,0.326467542,0.428874192,0.762917552,-0.916714042,0.676414434,-0.257558083,0.75841844,1
-0.277929125,-0.48469163,-0.067711008,-0.0520488,0.819553408,-0.890696586,0.408219968,0.320759964,-0.705088023,-0.35694483,1
-0.452808895,-0.103319561,0.018619072,0.52865163,0.881083394,0.329772624,-0.487611265,-0.948631887,-0.944965876,0.205170812,0.999359
-0.697279595,0.550656547,-0.745655141,0.648693087,0.535833807,0.369580004,0.1618185,0.350347241,-0.712601277,-0.855482959,1
-0.360741223,-0.351605387,0.469912132,0.108305545,0.963736611,-0.292913826,0.574020284,0.654711704,0.125656754,0.633449522,0.98538905
0.475818588,-0.149501082,-0.430622487,0.312894541,0.704529707,0.793031094,-0.315384357,-0.106999406,-0.292908777,-0.621819024,1
-0.595419129,0.022393551,-0.532696958,-0.086997758,0.145247539,-0.408675853,-0.810156193,0.364338223,-0.137006228,0.802723471,1
-0.832621026,0.596254233,0.933875263,0.697634774,-0.329092019,-0.925474666,0.833456833,-0.780697118,-0.420699339,0.291720558,1
0.580575144,0.071922643,-0.799268931,0.92250911,-0.3237737,0.423200487,-0.531929579,-0.2849842,-0.389876234,0.772466935,1
0.220078557,-0.030310951,0.233184318,-0.402232991,0.527783816,-0.526059283,0.13138521,0.359807467,0.253219354,0.365309912,1
0.592359269,-0.323475603,0.86639037,0.114404719,0.501906085,0.339919646,0.231613272,0.322011428,0.837003713,-0.152949402,1
0.021660427,-0.112916916,0.671313901,-0.003060701,0.120404285,-0.836521626,-0.568326326,-0.452990538,-0.328435348,-0.367350794,1
0.979198982,-0.322248636,0.56637579,-0.314505106,0.97642307,-0.115536555,-0.254425497,0.217097026,-0.990941938,0.553813542,1
-0.108353943,-0.462647186,-0.956154127,-0.245894234,0.855779717,-0.324969812,-0.925756959,0.933612532,-0.367370992,0.078693198,1
-0.362515538,0.242982107,0.666273559,-0.964760349,0.113728726,-0.738958385,-0.099625936,0.952462615,-0.148839423,-0.917644863,1
-0.695286333,-0.951082798,0.9841903,-0.622746328,0.390909056,0.395203344,0.623473212,-0.627471582,0.550101047,-0.9323931,0.000462145
-0.751075413,0.362393018,-0.001003375,0.527847468,0.560256485,-0.527061792,0.058321102,0.471528345,0.321108769,-0.619857874,1
-0.296390705,0.764782247,0.810357655,0.09066755,-0.723859319,-0.589060247,-0.218836729,-0.486585365,-0.13624664,-0.136017615,1
0.082124551,-0.498442881,0.066843533,0.447451344,-0.86757737,-0.721485709,0.015297403,0.6188176,-0.439554747,-0.584967992,1
-0.192119098,-0.301388051,-0.219142592,-0.685571052,0.554083343,-0.43511424,-0.94685821,-0.033827734,0.855277218,-0.93530518,0.9999982
0.148355351,0.968097507,0.224254739,-0.022395209,-0.038938692,0.791887359,-0.693929766,0.31238542,-0.588700103,0.956836084,1
0.195784765,0.498807232,-0.921874597,0.22506713,0.608974724,0.556942409,0.140757999,-0.945895282,0.239555264,-0.235635855,1
0.134995682,-0.737411329,0.645006318,0.807104898,0.872052042,-0.893349528,0.942205814,0.065148186,0.063919476,0.226666938,1
0.249542422,0.771389145,-0.437958654,0.593287581,0.330360344,-0.400656713,0.039508547,-0.281852629,0.472315119,0.513763349,1
0.221838833,0.257753583,-0.251230006,-0.051699089,0.189056166,-0.73356553,-0.292612746,-0.499812944,-0.29545808,-0.245473762,1
-0.616137553,0.465195842,0.918864407,-0.520158223,-0.634096156,0.327266211,0.373651226,-0.68996311,0.991938478,0.923204302,1
0.71878138,0.617815897,0.522347387,-0.310668351,0.706660573,0.917965116,-0.928448601,-0.95559495,-0.751983771,0.205645966,1
-0.438867445,0.075150751,0.256999538,0.013910417,0.938319832,-0.163831659,0.051168293,0.29583568,-0.637990921,0.825764353,0.9999981
0.119875695,0.569143948,-0.540565793,-0.744364521,-0.642019544,0.864764518,-0.092321824,-0.552640413,0.075142101,0.331970702,1
-0.072993261,0.547302964,0.028485073,-0.341616894,0.705003145,0.973475276,-0.613914765,0.345568111,0.689130028,-0.435391552,1
0.845682548,0.999403022,0.477302462,0.765573601,-0.734677476,0.938886427,0.384863903,-0.457686456,-0.121980751,-0.213480219,1
0.921693696,0.158722916,-0.715445971,0.018594176,-0.544843478,-0.968426596,0.13093679,0.595751518,-0.29568194,-0.690373298,1
-0.3262271,0.342016523,-0.886983782,-0.518116465,-0.754316179,-0.052931843,0.343657612,0.025470804,0.836866771,0.95827835,1
-0.284489231,-0.521484301,0.372359518,-0.326808068,0.412742375,-0.579998485,-0.509458727,-0.242900507,-0.515116208,0.723221872,0.99999714
0.402858727,-0.844695837,-0.067471382,-0.210535728,0.336129345,0.392529977,-0.364992415,0.358307858,-0.831395373,-0.368793674,0.9999999
-0.371969861,-0.236718101,-0.380917293,-0.226205021,0.215350713,0.558289689,0.579235538,0.691040066,-0.346268282,-0.608235075,0.9999178
-0.164104835,0.929511106,0.597142132,0.878878253,0.213737661,-0.76113698,0.037839246,0.375673548,0.422332837,-0.337304386,1
0.909334343,-0.627771019,0.296165741,0.88292322,-0.604140884,-0.690101456,-0.24245588,-0.862487012,0.879157454,0.181071828,1
0.682952397,-0.651112258,-0.154833973,-0.393416004,-0.501197916,-0.705569281,-0.241128162,0.536840309,0.417042111,0.43696419,1
-0.755630239,0.722591942,-0.582112607,-0.614815561,-0.544212915,0.411286731,0.190838803,0.242841366,0.351180986,-0.656129759,1
0.087532464,-0.637736448,0.745600201,0.1179043,0.200025644,0.964584721,0.413577782,-0.003668658,0.684284512,-0.660594043,0.99999845
-0.187512965,-0.748899264,0.261977494,-0.275300937,0.857358186,-0.965682814,-0.273344179,-0.729892663,0.986065818,0.371545183,0.7909112
0.528392285,-0.823011652,0.52611049,0.629138541,0.682745116,-0.368567007,-0.51245863,-0.992607178,-0.577988963,-0.613558342,0.99516106
-0.440418151,-0.46824126,0.950286011,-0.645026335,-0.533053247,-0.18828191,0.753010628,0.663264117,-0.818855802,-0.047613379,0.49537992
-0.632770127,-0.753719937,-0.717798427,-0.274449904,0.757116264,-0.56516879,0.158799857,0.921857618,-0.404609797,-0.201010132,0.005000258
0.526106164,-0.907593212,0.999011605,-0.038529939,0.055083273,0.380376697,-0.709103876,0.545603093,-0.253642656,-0.694617591,0.99999946
-0.028058525,-0.880660567,-0.501487051,-0.78312135,0.030184875,0.203075095,-0.388743027,-0.704634704,0.265305689,-0.914254694,0.4042728
0.441939696,-0.79866195,-0.57755804,-0.203965814,0.408638918,-0.930199924,0.36060973,-0.733968696,0.865476976,-0.876029435,1
-0.991886713,-0.846679574,0.954639213,0.145577408,0.974029533,0.275449542,-0.853538181,0.186054671,-0.474889274,-0.919779403,0.88564146
0.909717759,0.903024557,0.878328568,0.28210665,0.252913758,-0.060444369,-0.51008179,0.410721907,-0.616585054,-0.164116438,1
-0.328017414,-0.096589935,-0.026350892,0.869608137,0.527459491,0.614630584,-0.80367137,-0.836705067,-0.584251535,-0.339039936,0.60285646
-0.415077212,0.9165548,-0.884566247,0.883596396,0.450607104,-0.508370197,-0.244848058,0.374538076,0.398430169,0.999879515,1
0.837986881,-0.676851345,0.952186163,0.085684202,-0.520778907,-0.321643,0.301263228,0.230483713,0.842359718,-0.230056611,1
-0.527886752,-0.526130184,0.500176694,-0.572003581,0.181922547,0.745105482,0.272779473,0.939362041,0.557286003,0.979210107,0.85108745
0.271603087,0.877362806,0.45616906,0.02926465,0.597432096,-0.075111162,0.266590475,0.063184714,-0.56776928,0.670565591,1
-0.15249357,-0.190103756,0.224528288,-0.461497474,-0.830260818,0.647068712,0.749478395,-0.78367595,-0.876445887,-0.008678549,0.9999989
-0.770226617,0.853091318,0.923280033,-0.15659876,0.684677967,0.643627198,0.407524728,-0.504882865,0.619092574,-0.909158229,1
-0.082011842,-0.615225297,0.168949251,0.239585812,0.339434008,-0.360455855,-0.461371528,-0.631568982,0.563900335,0.845648879,1
-0.682544945,-0.494139432,0.579566852,-0.025214084,0.3617921,-0.7055998,-0.181338931,0.746458043,-0.299395981,0.243438666,0.99999976
-0.212088472,0.81046669,0.239533389,-0.443606546,0.508777721,-0.65506261,0.57418438,-0.922923295,-0.12209663,0.704647721,1
0.055648833,-0.866875357,0.162896578,-0.580081401,-0.868336826,0.24303485,-0.629033339,0.30923231,-0.477050542,0.333106946,7.06356E-14
0.35243558,0.200702109,0.728346134,0.075540981,0.366290305,-0.794260929,-0.900940262,0.24708535,0.09331841,0.208772982,1
0.21152589,0.954250814,0.200189693,0.117582817,-0.57856859,0.38321827,-0.457720233,0.782645804,0.52979183,-0.037806118,1
0.714599434,0.104010814,0.373048092,-0.476271938,-0.223375633,0.646380917,-0.895495705,0.593478167,0.684625124,-0.635106217,1
0.859162657,0.869086438,0.888205341,0.414018925,0.018355167,-0.334960502,0.903590659,0.2804181,-0.288015584,0.304680415,1
-0.471250281,-0.254957134,0.293236851,0.428508823,0.188499196,-0.503960431,-0.328346223,-0.785909087,0.491933111,0.630882239,0.99999696
0.596310809,-0.867861841,0.220799506,0.837594935,-0.182016813,-0.120674252,0.957389821,-0.93551715,-0.475448405,0.039119515,0.67984545
-0.223605985,-0.931438339,0.919210988,0.873476251,-0.845338417,-0.065351146,-0.817041218,-0.121704427,-0.807797388,0.454598904,0.9999718
0.223337087,-0.965527362,0.136494844,0.217358601,-0.403596994,-0.94463743,0.700382579,0.61166754,-0.953350918,-0.608918626,1
-0.294721477,-0.636681747,-0.618145424,0.049120263,-0.258386662,0.545201137,-0.051082844,-0.167657936,0.02884135,-0.188465588,0.99693644
0.378903599,-0.838214362,-0.888729241,-0.522334472,0.810504415,-0.982377178,0.477737407,-0.289827677,0.484680582,-0.635790627,1
-0.274714005,0.993941115,-0.761227606,-0.500711437,-0.056845176,-0.345593808,-0.538507007,-0.90800129,-0.852874635,-0.291025684,1
0.273405785,0.426647131,0.6888949,-0.87765098,-0.497959513,0.740564434,-0.178841031,0.888534014,-0.947767018,-0.114306185,1
0.780769432,-0.009358125,-0.567639601,-0.936107603,0.354553021,-0.858330253,-0.085047566,0.381906549,-0.736284454,0.693160352,1
-0.965783852,-0.832684262,0.891295819,0.046417581,-0.093276284,-0.988786114,0.540817278,0.36715866,-0.718143701,-0.300381458,0.010177672
-0.310330525,-0.331879401,0.539535505,-0.83237823,0.736857399,-0.479339245,0.431833725,0.488610739,-0.931940051,-0.357788152,0.6060719
-0.166054413,-0.995072548,0.001152315,0.551362269,-0.243712936,0.391037859,0.207121299,-0.521879233,-0.538435573,0.258193759,0.001358245
-0.873416547,-0.095673234,-0.0177578,0.344848273,-0.639276637,0.804417202,0.967056578,-0.271551165,-0.556944191,-0.213479177,1
0.24780203,-0.955224786,-0.765345755,0.67056571,-0.734243332,-0.299813875,-0.678350488,0.799136384,-0.9298078,0.457039845,0.98757863
-0.541961433,0.151292948,-0.441519876,0.265238286,-0.76608349,-0.293048989,0.53606714,-0.459652122,-0.351211395,0.200709105,1
-0.092792244,0.248374201,0.274279314,0.052936845,-0.059163709,-0.332684324,-0.122016675,0.642431843,-0.487650953,-0.333701661,1
0.057753862,0.424610329,-0.947170401,-0.155327894,0.126945746,0.137534125,-0.908145971,0.025963264,0.288280209,0.755696781,1
-0.940284855,0.574018857,0.756733382,0.863492255,0.616913736,0.005052856,0.646249303,-0.662508647,0.057469626,-0.997709933,1
-0.899464621,0.502700725,-0.158500206,-0.079954167,0.281575277,-0.97586548,0.292720485,0.586499564,0.976628791,0.932078361,1
-0.992433125,0.952522969,0.941839184,0.256819372,0.968044603,0.325364767,0.516533855,0.217626753,0.643345593,-0.164116767,1
0.104155693,0.189942925,0.37916815,0.485502963,0.531414453,-0.863332674,-0.65941532,-0.502960391,0.227025932,-0.10052567,1
-0.172565734,0.165199375,0.487353768,0.884997076,0.034356416,-0.470602574,0.79432504,0.551326316,-0.768036114,0.41109464,1
-0.424042571,0.431564673,-0.826732383,-0.119400228,-0.681634926,0.560494737,0.314216013,0.64621783,0.74808747,0.38201366,1
-0.23462942,0.465565393,-0.408207156,-0.942970961,-0.189621107,-0.360384783,0.678019882,-0.271415144,-0.382127534,-0.692614904,1
-0.299756896,-0.518121443,-0.03054047,0.192654295,-0.293984917,-0.41045082,0.392340424,-0.21877732,-0.465282228,0.860876753,0.40828055
0.247931969,-0.293451881,-0.167033093,0.67784395,-0.257472969,0.826866953,-0.414530137,-0.013428308,-0.83117427,-0.565879137,1
-0.987121079,-0.244156711,-0.043122373,0.487950011,-0.507022918,0.087498118,-0.350532709,0.188801459,-0.039909249,-0.307360619,0.23247725
0.08878608,-0.174859195,0.648092609,-0.316731208,-0.016942876,0.602297413,-0.298764867,-0.244883086,-0.989759147,-0.7115129,1
-0.887027839,-0.369731771,-0.12145224,-0.599034897,0.478468571,0.78853499,-0.380299535,0.709102886,0.666655878,-0.847920857,0.029589586
-0.392587038,-0.059224867,0.978210769,-0.636059581,-0.485031351,0.428377295,-0.053771991,-0.877773211,-0.847194493,-0.380602717,1
0.220408223,0.655278001,0.309831309,0.01905654,-0.45392478,0.832787071,-0.932898765,-0.315582991,-0.744584123,-0.574178375,1
0.933207067,0.574098288,0.102163348,0.470863809,0.00240631,0.029185252,-0.772015681,0.166371437,-0.392858645,0.757298437,1
-0.360072721,0.959333645,-0.652130037,-0.547672002,0.679514289,0.083506161,0.736930427,-0.219725053,0.876772139,-0.401598583,1
