machine_name,operational_setting_1,operational_setting_2,sensor_measurement_04,sensor_measurement_06,sensor_measurement_08,sensor_measurement_11,sensor_measurement_13,sensor_measurement_14,operational_setting_3,sensor_measurement_16
155,25.0068,0.6219,1060.7,9.03,1915.88,37.35,2028.82,7902.26,60,0.02
156,10.006,0.2501,1331.59,15.5,2319.22,46.2,2388.44,8124.12,100,0.03
157,10.0077,0.2508,1334.57,15.5,2319.18,46.16,2388.41,8134.36,100,0.03
158,42.0034,0.84,1139.1,5.71,2211.48,42.84,2387.45,8064.97,100,0.02
159,41.9985,0.8414,1144.78,5.72,2212.93,42.48,2389.06,8144.53,100,0.02
160,20.0031,0.7003,1274.53,13.66,2324.08,45.01,2388.15,8033.56,100,0.03
161,42.0024,0.8418,1144.93,5.72,2214.05,42.75,2390.32,8215.47,100,0.02
162,42.0003,0.8413,1144,5.72,2212.28,42.97,2388.36,8107.63,100,0.02
163,25.0059,0.62,1065,9.03,1915.04,37.4,2028.01,7866.59,60,0.02
164,0.0017,0,1431.49,21.61,2388.3,48.24,2388.27,8116.34,100,0.03
165,42.0021,0.8407,1144.94,5.72,2212.86,42.84,2388.95,8138.17,100,0.02
166,42.0078,0.84,1148.58,5.72,2211.65,42.72,2387.76,8081.13,100,0.02
167,24.9991,0.62,1060.75,9.03,1914.77,37.53,2027.61,7857.58,60,0.02
168,42.0009,0.84,1152.27,5.72,2213.01,42.84,2389.13,8153.99,100,0.02
169,42.0053,0.84,1142.21,5.72,2211.49,42.72,2387.51,8076.25,100,0.02
170,25.0049,0.62,1062.91,9.03,1915.03,37.22,2027.91,7859.15,60,0.02
171,0.0028,0.0002,1426.61,21.61,2388.22,48.18,2388.25,8166.61,100,0.03
172,41.9987,0.842,1142.31,5.72,2211.65,42.72,2387.66,8073.52,100,0.02
173,42.005,0.84,1142.98,5.72,2212.97,42.61,2389.07,8150.2,100,0.02
174,10.0007,0.2508,1327.22,15.5,2319.24,46.16,2388.43,8104.73,100,0.03
175,0.0018,0,1429.66,21.61,2388.25,48.27,2388.25,8154.08,100,0.03
176,41.9999,0.8402,1148.87,5.72,2211.68,42.64,2387.82,8080.32,100,0.02
177,0.0009,0.0019,1435.08,21.61,2388.29,48.34,2388.27,8122.42,100,0.03
178,41.9984,0.8408,1132.68,5.72,2212.46,42.71,2388.53,8117.81,100,0.02
179,0.002,0,1435.36,21.61,2388.3,48.51,2388.24,8128.22,100,0.03
180,42.0059,0.8403,1139.95,5.72,2211.58,42.74,2387.68,8077.37,100,0.02
181,42.0039,0.84,1144.52,5.72,2212.93,42.7,2389.09,8152.15,100,0.02
182,42.0077,0.84,1141.7,5.72,2211.98,42.68,2388.08,8101.01,100,0.02
183,20.003,0.7001,1272,13.66,2324.08,45.04,2388.16,8041.05,100,0.03
184,42.006,0.84,1142.84,5.72,2213,42.57,2389.18,8150.19,100,0.02
185,35.0025,0.84,1143.52,8,2222.66,42.61,2387.74,8052.83,100,0.02
186,41.9983,0.8413,1152.28,5.72,2212.24,42.75,2388.32,8103.2,100,0.02
187,0.0029,0.0001,1425.43,21.61,2388.32,48.26,2388.3,8126.3,100,0.03
188,42.0049,0.8405,1146.06,5.72,2212.16,42.79,2388.21,8111.86,100,0.02
189,10.0012,0.2502,1330.07,15.5,2319.17,46.03,2388.37,8110.48,100,0.03
190,9.9994,0.25,1334.95,15.5,2319.19,46.25,2388.39,8150.33,100,0.03
191,25.0009,0.6216,1064.84,9.03,1915.09,37.34,2027.99,7863.35,60,0.02
192,35.0025,0.84,1149.25,8,2223,42.57,2388.1,8060.2,100,0.02
193,42.0009,0.8406,1138.93,5.72,2211.65,42.73,2387.75,8080.22,100,0.02
194,42.0053,0.8408,1142.5,5.72,2213.12,42.63,2389.28,8151.88,100,0.02
195,0.0016,0.0005,1430.39,21.61,2388.15,48.3,2388.18,8252.61,100,0.03
196,42.0041,0.8412,1143.68,5.72,2212.29,42.77,2388.43,8110.39,100,0.02
197,10.0033,0.2501,1334.96,15.5,2319.26,46.04,2388.43,8117.64,100,0.03
198,35.0016,0.84,1150.3,8,2222.8,42.61,2387.91,8058.19,100,0.02
199,0.0014,0.0001,1429.09,21.61,2388.26,48.29,2388.3,8120.15,100,0.03
200,42.0066,0.841,1147.87,5.72,2212.14,42.76,2388.19,8102.31,100,0.02
201,10.0034,0.25,1325.93,15.5,2319.2,46.13,2388.42,8170.2,100,0.03
202,42.0029,0.84,1150.35,5.72,2213.08,42.73,2389.22,8153.48,100,0.02
203,19.9993,0.7002,1266.88,13.66,2324.11,45.18,2388.28,8050.17,100,0.03
204,42.0057,0.84,1150.5,5.72,2212.97,42.79,2389.15,8143.29,100,0.02
205,42.0042,0.8404,1149.28,5.72,2213.78,42.67,2389.94,8200.06,100,0.02
206,42.0003,0.84,1149.44,5.72,2213,42.82,2389.13,8151.15,100,0.02
207,20.005,0.7012,1269.71,13.66,2324.09,44.94,2388.29,8042.87,100,0.03
208,9.9982,0.25,1328.7,15.5,2319.22,46.11,2388.41,8152.73,100,0.03
209,42.0014,0.84,1140.56,5.72,2212.33,42.74,2388.42,8110.28,100,0.02
210,41.9988,0.84,1146.51,5.72,2213.16,42.69,2389.37,8162.18,100,0.02
211,10.0051,0.25,1334.86,15.5,2319.24,46.18,2388.39,8097.43,100,0.03
212,0.0019,0.002,1432.87,21.61,2388.18,48.28,2388.23,8164.71,100,0.03
213,42.0045,0.8406,1141.99,5.72,2211.73,42.83,2387.81,8081.73,100,0.02
214,20.0057,0.7,1273.25,13.66,2324.92,45.04,2389.13,8177.22,100,0.03
215,42.0074,0.8416,1145.13,5.72,2212.03,42.59,2388.11,8097.33,100,0.02
216,0.0021,0,1427.09,21.61,2388.28,48.1,2388.33,8126.69,100,0.03
217,20.0001,0.7,1272.78,13.66,2324.07,45.11,2388.22,8048.88,100,0.03
218,41.9992,0.84,1140.6,5.72,2212.68,42.65,2388.79,8125.76,100,0.02
219,42.0071,0.8417,1145.76,5.72,2212.65,42.42,2388.76,8130.15,100,0.02
220,42.0052,0.8401,1139.04,5.71,2211.19,42.65,2387.27,8062.04,100,0.02
221,0.0028,0,1430.28,21.61,2388.29,48.29,2388.28,8123.43,100,0.03
222,0.0003,0.0017,1426.22,21.61,2388.29,48.31,2388.29,8129.02,100,0.03
223,42.0014,0.8407,1139.93,5.72,2212.88,42.52,2389.03,8142.47,100,0.02
224,41.9981,0.8411,1144.85,5.72,2213.41,42.75,2389.64,8178.14,100,0.02
225,42.0067,0.8411,1145.52,5.72,2212.29,42.56,2388.37,8104.79,100,0.02
226,42.0066,0.8407,1145.07,5.72,2212.13,42.8,2388.23,8109.25,100,0.02
227,10.0045,0.25,1330.46,15.5,2319.23,46.19,2388.4,8099.31,100,0.03
228,9.9989,0.2507,1328.42,15.5,2319.17,46.17,2388.45,8180.55,100,0.03
229,41.9988,0.8415,1144.44,5.72,2211.59,42.59,2387.61,8069.87,100,0.02
230,25.0059,0.62,1068.15,9.03,1914.83,37.27,2027.66,7854.13,60,0.02
231,20.0002,0.7004,1268.46,13.66,2324.54,45.19,2388.65,8115.87,100,0.03
232,0.0008,0.0011,1426.1,21.61,2388.36,48.24,2388.3,8124.36,100,0.03
233,42.0071,0.84,1138.28,5.72,2211.41,42.67,2387.5,8068.09,100,0.02
234,20.0051,0.7,1267.95,13.66,2324.14,45.37,2388.25,8053.88,100,0.03
235,41.9985,0.84,1141.48,5.72,2212.47,42.59,2388.58,8117.62,100,0.02
236,42.0053,0.842,1143.54,5.71,2211.51,42.76,2387.61,8072.77,100,0.02
237,41.9993,0.8408,1146.11,5.72,2211.48,42.85,2387.41,8067,100,0.02
238,25.004,0.6217,1068.23,9.03,1915.49,37.21,2028.33,7882.38,60,0.02
239,0.0029,0.0005,1430.34,21.61,2388.21,48.04,2388.22,8188.55,100,0.03
240,42.0043,0.84,1141.11,5.72,2211.67,42.9,2387.67,8077.45,100,0.02
241,0.0019,0.0003,1429.85,21.61,2388.29,48.37,2388.31,8125.93,100,0.03
242,42.0002,0.84,1152.22,5.72,2212.11,42.72,2388.13,8099.16,100,0.02
243,0.0017,0,1436.4,21.61,2388.29,48.16,2388.28,8117.06,100,0.03
244,42.0017,0.84,1145.53,5.72,2211.86,42.52,2387.97,8086.66,100,0.02
245,42.0034,0.84,1147.22,5.72,2213.21,42.75,2389.4,8164.99,100,0.02
246,10.0006,0.25,1336.66,15.5,2319.18,46.3,2388.37,8145.54,100,0.03
247,25.0014,0.6209,1068.93,9.03,1915.14,37.21,2028.08,7873.66,60,0.02
248,42.0027,0.84,1152.47,5.72,2212.66,42.73,2388.75,8131.71,100,0.02
249,42.0028,0.8417,1138.5,5.72,2212.54,42.7,2388.63,8122.3,100,0.02
250,42.0005,0.84,1143.73,5.72,2213.94,42.61,2390.2,8207.31,100,0.02
251,34.9985,0.8416,1150.66,8,2222.87,42.66,2387.97,8059.65,100,0.02
252,0.0013,0.0001,1438.16,21.61,2388.3,48.1,2388.23,8116.55,100,0.03
253,10.0007,0.25,1329.59,15.5,2319.17,46.29,2388.4,8136.57,100,0.03
254,42.0021,0.84,1145.76,5.72,2211.19,42.69,2387.27,8055.99,100,0.02
255,0.0027,0,1430.78,21.61,2388.25,48.1,2388.29,8145.31,100,0.03
256,42.0012,0.8404,1141.51,5.72,2212.09,42.96,2388.18,8100.78,100,0.02
257,10.0034,0.25,1336.42,15.5,2319.15,45.99,2388.35,8155.61,100,0.03
258,10.0028,0.25,1328.42,15.5,2319.17,46.2,2388.43,8137.87,100,0.03
259,42.004,0.8405,1146.61,5.72,2213.08,42.72,2389.31,8153.78,100,0.02
260,42.0019,0.84,1155.57,5.72,2213.12,42.92,2389.31,8157.39,100,0.02
261,42.0017,0.84,1138.4,5.72,2211.88,42.62,2387.94,8089.72,100,0.02
262,10.0052,0.25,1333.3,15.5,2319.16,45.97,2388.4,8166.76,100,0.03
263,42.0037,0.84,1140.4,5.72,2212.16,42.84,2388.18,8105.14,100,0.02
264,42.0005,0.8413,1146.23,5.71,2211.7,42.68,2387.79,8077.82,100,0.02
265,34.998,0.84,1147.46,8,2223.05,42.53,2388.09,8070.31,100,0.02
266,41.9992,0.84,1145.17,5.72,2211.53,42.73,2387.6,8069.12,100,0.02
267,10.0078,0.2505,1324.93,15.5,2319.18,46.22,2388.42,8145.41,100,0.03
268,42.0002,0.84,1153.04,5.72,2212.05,42.78,2388.13,8099.36,100,0.02
269,42.0071,0.84,1145.35,5.72,2212.63,42.58,2388.8,8131.86,100,0.02
270,41.9998,0.8412,1141.84,5.72,2211.89,42.82,2387.98,8086.92,100,0.02
271,42.0003,0.84,1143.45,5.72,2213.24,42.69,2389.38,8165.37,100,0.02
272,42.0027,0.8419,1144.58,5.72,2212.84,42.77,2388.98,8142.44,100,0.02
273,0.0025,0,1426.44,21.61,2388.39,48.32,2388.33,8109.43,100,0.03
274,42.0047,0.84,1148.8,5.72,2213.04,42.57,2389.21,8147.88,100,0.02
275,9.9991,0.25,1332.72,15.5,2319.21,45.95,2388.39,8211.12,100,0.03
276,20.0009,0.7,1270.39,13.66,2324.05,45.18,2388.2,8054.65,100,0.03
277,41.9981,0.84,1147.28,5.72,2212.79,42.56,2388.99,8139.96,100,0.02
278,10.0056,0.2515,1323.41,15.5,2319.19,46.07,2388.43,8103.82,100,0.03
279,9.9992,0.2518,1332.1,15.5,2319.21,46.02,2388.41,8116.96,100,0.03
280,41.9985,0.8405,1143.61,5.72,2213.82,42.72,2390.09,8197.89,100,0.02
281,0.0018,0.0005,1436,21.61,2388.28,48.1,2388.24,8122.26,100,0.03
282,10.0026,0.2512,1337.3,15.5,2319.19,46.03,2388.46,8111.55,100,0.03
283,42.004,0.84,1146.69,5.72,2211.78,42.78,2387.88,8086.22,100,0.02
284,42.0019,0.84,1147.1,5.72,2213.46,42.46,2389.67,8172.09,100,0.02
285,35.0029,0.84,1138.91,8,2222.92,42.65,2388.05,8061.95,100,0.02
286,41.9994,0.84,1150.93,5.72,2213.3,42.78,2389.5,8172.06,100,0.02
287,41.9985,0.8402,1144.28,5.72,2211.56,42.66,2387.63,8074.88,100,0.02
288,20.0053,0.7,1269.01,13.66,2324.14,45.08,2388.27,8051.05,100,0.03
289,10.003,0.25,1328.82,15.5,2319.18,46.18,2388.41,8109.39,100,0.03
290,10,0.2513,1330.63,15.5,2319.21,46.1,2388.47,8108.45,100,0.03
291,41.9994,0.84,1146.42,5.72,2213.03,42.68,2389.19,8153.64,100,0.02
292,9.9984,0.25,1328.75,15.5,2319.18,46.22,2388.43,8098.7,100,0.03
293,42.005,0.8404,1144.69,5.72,2212.9,42.55,2389.12,8148.46,100,0.02
294,10.0056,0.2515,1327.46,15.5,2319.25,46.01,2388.49,8098.79,100,0.03
295,42.002,0.84,1145.01,5.72,2212.44,42.75,2388.57,8113.39,100,0.02
296,10.0016,0.25,1323.31,15.5,2319.15,46.11,2388.34,8131.8,100,0.03
297,10.0009,0.252,1329.24,15.5,2319.18,46,2388.4,8115.85,100,0.03
298,41.9988,0.8401,1139.28,5.72,2211.63,42.56,2387.63,8082.04,100,0.02
299,10.0001,0.2508,1326.6,15.5,2319.22,45.95,2388.37,8197.45,100,0.03
300,42.0008,0.8407,1143.94,5.72,2212.42,42.52,2388.46,8120.08,100,0.02
301,34.9996,0.8414,1155,8.01,2224.47,42.44,2389.74,8150.7,100,0.02
302,20.0042,0.7013,1279.75,13.66,2324.33,45.07,2388.44,8078.7,100,0.03
303,42.0023,0.84,1148,5.72,2211.58,42.85,2387.68,8070.77,100,0.02
