hr,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,event,t
-0.268105477,0.784383059,-0.287838936,0.356059045,-0.104522221,0.446137339,-0.991835594,0.443881959,-0.74864316,-0.870652318,-0.531550109,1,2.917955875
-0.548640907,0.534093738,0.866997719,0.86000061,-0.606143594,-0.768222511,-0.304654062,0.646820128,0.808129787,-0.811599612,-0.272405893,0,3.405994654
0.34567225,0.55728364,0.148698986,0.987282813,0.926363647,0.149574235,-0.035872895,0.952074051,-0.334065795,0.676582932,0.592465818,1,2.324076414
0.016614806,-0.495419294,-0.500088036,0.701852024,-0.14197892,-0.682333529,-0.44560197,0.411610126,-0.141110942,0.625836611,-0.407207817,0,3.405994654
0.074341774,0.189206198,-0.653490603,0.037647989,0.60886234,0.606366694,0.84329766,0.360032141,0.884554744,0.823002338,0.037054133,1,0.605131567
-0.287806392,-0.634491563,0.559568524,-0.323611706,0.66859144,-0.692103803,0.591299653,0.768277228,-0.54479003,0.824618101,-0.014831651,1,1.381942868
-0.466258585,0.579633236,-0.758767247,0.245643795,0.864825308,-0.54713738,0.203281656,-0.918191969,-0.698997676,0.291099578,-0.606128037,0,3.405994654
-0.575542927,-0.834576428,-0.623860359,0.23781383,-0.185401782,0.209137514,-0.292023033,0.73325181,-0.984510124,-0.08402665,0.312182099,0,3.405994654
-0.708809853,0.696266294,0.977342904,0.130674854,0.117077231,-0.472033739,-0.440312177,-0.045557451,-0.907247543,-0.433650762,-0.231968656,0,3.405994654
-0.466833353,-0.846205294,-0.443184584,-0.394982219,-0.880490959,0.418745905,0.245773718,0.497843921,0.34112829,0.940689445,-0.055456527,0,3.405994654
-0.626788199,-0.803282738,-0.74097079,0.279697597,0.091158047,0.031372629,0.345182061,0.823446453,0.820353746,-0.966646969,-0.204296902,0,3.405994654
0.084273547,0.264497221,-0.622476518,-0.334867567,0.489563793,0.907911658,0.169684574,-0.526266098,0.905418754,0.87242949,0.777913034,0,3.405994654
-0.124192148,-0.165265024,-0.747145534,-0.938653946,0.965664029,-0.772328258,-0.727917194,-0.440693676,0.192310646,-0.910343051,-0.779458642,1,0.759596288
0.336073071,0.576130092,-0.06943807,0.182040051,-0.546842337,-0.508595109,-0.745047867,0.28489393,0.63638711,0.383073002,0.049498439,1,2.289520741
-0.436378002,-0.910137117,-0.211431608,0.514603317,-0.11726518,-0.749126375,-0.157741517,0.177971616,0.847404003,0.052884705,-0.707278728,0,3.405994654
-0.433867037,-0.913574278,0.187933892,0.311568111,-0.927099526,0.362571925,0.118525699,0.557621956,0.405046254,0.831617653,0.430271715,0,3.405994654
-0.119787507,0.728049815,0.228925467,-0.379158944,-0.751103282,0.322651446,0.038949318,-0.864158869,-0.409425557,0.449535429,-0.130143255,0,3.405994654
0.592676103,-0.125312671,-0.47139734,0.543830335,0.411351979,-0.794764042,-0.766773522,0.894308984,-0.779408872,-0.704576313,-0.717934966,1,1.138074398
0.769825399,-0.299367934,-0.299887389,0.489100933,0.815952539,0.695261478,0.054764602,0.660299301,-0.250122458,0.485573977,0.592645168,1,0.117398418
-0.506559253,0.519342303,-0.836271226,-0.861474574,-0.516273916,-0.367004395,0.820428312,0.352181971,0.210035339,-0.815421402,0.510164201,0,3.405994654
-0.030971266,0.723176003,0.034470893,0.72905153,0.191005915,0.131843641,-0.388596982,-0.208942041,-0.137443677,0.557523012,0.696605921,1,0.013591701
0.867467344,-0.060557365,-0.382634729,-0.161006048,0.822290182,-0.652710736,-0.493612856,0.724390864,0.016705601,0.850101173,-0.261644602,1,1.449286699
-0.708139896,-0.873658955,0.821048796,0.433869928,0.275710613,-0.483310968,-0.824652731,0.517932713,0.641978443,0.362525076,0.116835773,0,3.405994654
-0.535799742,0.138764948,0.997987866,-0.75417763,-0.365585178,-0.412798643,0.476706326,0.491187811,-0.438711911,-0.544934392,-0.728013933,0,3.405994654
-0.205789879,-0.738541663,-0.317466497,-0.269643426,0.662384808,-0.185455725,0.176499635,0.756945014,0.429850698,-0.219559401,-0.155443028,0,3.405994654
-0.314175963,0.448317796,0.734344363,0.584406137,-0.147247374,0.028842082,0.21322006,-0.832326174,-0.520562768,0.401334196,0.529612064,1,3.007525921
0.479949266,0.527166784,-0.032356467,0.006625336,-0.238206938,0.142802015,-0.395536125,0.686684847,0.788767099,-0.698388994,0.542353988,1,0.346091777
-0.400556594,0.525359035,0.744539976,0.771026015,0.403720587,-0.226992771,0.679325461,0.039338794,0.672589123,-0.065265343,0.638202608,1,2.837762833
-0.544432759,0.530807614,-0.864850879,0.844434917,0.672563195,0.827727675,-0.576517224,-0.830105841,-0.260527819,0.274265081,-0.67464304,0,3.405994654
-0.188434839,-0.775960743,-0.174855426,-0.204385415,-0.312114894,-0.187902361,0.126073778,0.176214591,0.785348356,-0.777485132,-0.294480085,1,0.238668844
-0.48746565,-0.401687413,0.883014143,-0.084456176,-0.368248969,0.927154005,-0.368487954,0.505117714,0.315704435,0.761795998,0.917897701,0,3.405994654
-0.765871525,0.980242968,-0.877677679,-0.34728995,-0.387859702,-0.547305703,-0.934244633,0.928298831,-0.85719353,-0.150619462,0.572463453,0,3.405994654
-0.086955748,-0.745037913,-0.070953935,0.621132016,-0.24900274,-0.229756489,0.812962115,-0.432214737,0.728238821,0.26451686,0.49824816,0,3.405994654
-0.65242064,-0.918518424,0.644431472,-0.81001538,0.647564828,-0.268286198,0.041434769,-0.810812294,-0.206562519,0.703614831,-0.826475263,1,0.288747162
1.085233092,0.150195688,-0.259684086,0.148266524,0.746342599,0.688958943,-0.100845225,-0.647507906,0.4830392,0.946570337,0.357785463,1,1.65895474
0.293008268,0.298344195,0.516160727,-0.408906162,0.601463437,-0.843858898,0.756685019,-0.59226191,-0.396203667,0.457673937,0.6072402,1,2.833932877
0.957722604,-0.059595644,-0.347479135,-0.090076365,-0.556527257,-0.52628237,0.217426464,-0.167970732,-0.31152606,-0.206997648,-0.50523603,1,1.288627267
-0.676580787,0.829098165,0.800796747,-0.019148342,0.069933511,-0.566384017,-0.472035676,0.972666979,-0.81526798,0.077054881,0.106417932,1,1.266806841
0.416482389,0.52338773,-0.172315598,-0.168419257,0.326592982,0.777340531,-0.746926725,0.725187302,-0.609200478,0.300595403,0.36511001,1,0.048756856
-0.084891513,0.567213237,-0.486839652,-0.247550428,0.509576142,-0.942336082,-0.489176661,-0.039852403,-0.990435541,0.200902253,-0.86807853,1,3.306209326
0.544533849,-0.491207063,0.11725232,0.021321477,-0.008142878,-0.064406201,-0.152694404,-0.055159763,0.863327563,0.037570849,0.068738684,0,3.405994654
1.101248026,0.285033762,-0.067853913,-0.275888979,-0.926912665,-0.43798548,0.050824627,0.309238732,-0.220789969,-0.207746059,0.748561442,1,0.741898596
-0.57269454,0.861151159,0.582015812,0.106195465,-0.389039636,-0.572183728,-0.031230353,-0.203531206,-0.038377259,-0.718085766,-0.944872439,0,3.405994654
1.447006702,-0.042817842,0.044535086,0.832337558,0.561609328,0.059298508,-0.890347838,-0.225085437,-0.676662326,-0.886582077,0.68164432,1,1.489741206
1.139270186,-0.167211846,-0.219500571,0.009838121,0.81690979,0.801340997,0.787097871,-0.42120859,0.11979083,-0.350731105,-0.634560227,1,0.365766704
-0.565129101,0.267295003,-0.997407794,0.323362112,0.037849497,0.041197915,-0.960809529,0.287319064,-0.227326676,-0.59850198,-0.847005069,0,3.405994654
-0.503656685,0.954426408,-0.231899619,-0.603103757,-0.724095941,0.81033051,-0.801426351,0.991394758,0.063415796,-0.190038085,0.595472038,0,3.405994654
-0.505986989,-0.127039045,0.975737989,0.897996902,-0.94905436,-0.555299044,-0.713713884,-0.027030069,-0.40178287,0.23123543,0.539678276,0,3.405994654
-0.419347942,-0.50848335,-0.770543098,0.23654069,-0.798843861,0.24481979,0.605292559,0.644456029,-0.960960329,-0.787987947,-0.587887824,0,3.405994654
-0.563446581,-0.412851393,-0.944854438,0.570962667,0.021765929,-0.568798363,-0.23438473,0.963054538,-0.295622766,0.650197268,-0.68473804,1,0.640828252
-0.026665291,0.177192897,-0.700081408,0.440399289,0.004640845,-0.428406954,-0.892505586,-0.341314882,-0.68230629,-0.530962884,-0.257871598,0,3.405994654
-0.408457696,-0.552854002,0.730620563,0.764899313,0.305511653,-0.173914969,-0.254354119,0.071129784,0.42870301,-0.083707914,-0.886192083,0,3.405994654
0.457312256,0.248122513,-0.475446194,-0.155318141,0.522494912,-0.490311623,-0.370744884,0.253903478,0.648984015,-0.568619251,-0.713250458,1,2.754741907
-0.391891241,-0.773111701,0.472052902,-0.876342833,0.347045779,-0.321973175,-0.973165929,0.71407932,0.827819884,-0.372720033,0.938143969,0,3.405994654
0.072596461,-0.123444781,-0.669751942,0.039773956,-0.22194986,0.581100881,-0.349088013,0.806213796,-0.066869378,-0.671674669,0.58990556,1,2.44494009
-0.777470052,-0.956698,0.950519681,0.899035633,0.766486466,0.013127709,-0.695330679,-0.281803399,0.084204808,-0.676329374,0.603906274,1,2.891872168
-0.17785272,-0.772486389,0.166958854,-0.953742385,0.887739539,-0.744839132,-0.617326796,-0.374033213,0.213764176,0.206720516,0.616052091,0,3.405994654
-0.236419335,-0.497627735,-0.650709748,0.703733146,0.369976282,-0.422653049,-0.488164127,0.399496883,0.921879113,-0.482714504,0.612958848,0,3.405994654
-0.598745584,-0.949340105,0.480354339,0.850636899,0.683089733,0.814363241,0.338321656,0.971229732,-0.690123737,0.775700688,0.393098831,0,3.405994654
0.526397049,0.316851109,-0.401547223,-0.551620901,-0.078976676,-0.891689301,0.273194224,-0.198831424,0.432007462,-0.090408422,0.743498802,1,0.316382229
0.277697921,0.236300305,0.553540945,0.508990765,-0.044355545,-0.317379028,0.374042183,0.440482825,0.970589936,-0.810464859,0.686628461,0,3.405994654
0.887032986,0.305640668,0.225736693,-0.12610659,-0.539414883,0.421546876,0.700407386,-0.807740688,-0.285789013,-0.347371668,-0.261009067,1,2.294077396
-0.119393356,0.690016925,-0.325677395,0.507786334,-0.916084409,0.016435131,-0.675521493,-0.405805349,-0.451622307,0.977788806,0.907576203,1,3.019771814
-0.550314128,0.830508232,0.591689348,-0.91283071,-0.275733054,0.452841848,0.471934766,-0.798151851,-0.237603173,0.574246049,-0.092774719,1,0.992776394
-0.041358486,-0.673688173,-0.277114987,-0.5954898,-0.718822956,-0.553609729,-0.827617884,0.193627164,0.717480183,-0.210284099,0.532880425,1,1.750806093
0.222269043,-0.286493957,-0.552850604,-0.951176465,-0.495583922,-0.054431051,-0.833318055,-0.442655802,-0.797908485,0.957196355,0.568921566,1,1.664867282
-0.025348661,0.639579952,-0.334122896,-0.097903386,-0.512432873,0.566383541,-0.130521849,-0.582710564,0.458745539,0.176280558,0.926551998,1,1.202641845
1.03562963,-0.298601031,0.117883846,0.159967497,-0.031039631,-0.599453032,-0.977802753,-0.243487582,0.359104633,0.396297932,0.913218617,1,2.117751837
-0.746259272,0.935648143,-0.857671142,-0.28398034,0.956819832,-0.557698548,0.930701613,0.464471787,-0.047941145,-0.353873551,-0.397582293,0,3.405994654
-0.005259333,-0.136075467,-0.699982166,-0.465490878,0.696410835,-0.540948033,0.085642479,0.250879794,-0.338526458,0.386499405,-0.101586871,0,3.405994654
0.733268797,-0.010030258,-0.436980635,-0.918475688,0.733685613,-0.519352913,-0.489920467,0.584333777,0.677580655,0.644685447,-0.066259563,1,1.247002482
0.234688058,0.40539065,-0.466432035,-0.303559721,-0.160877258,-0.158012658,0.746447444,-0.690365911,-0.132891893,0.901652038,-0.197411776,0,3.405994654
-0.236066923,0.397986203,0.715800822,0.236061066,0.300507277,0.805009902,0.544239104,0.280706048,0.618653059,0.195441723,-0.615361214,1,0.724707603
-0.136734664,-0.74473685,0.199421272,-0.790259659,-0.49935779,-0.572151005,0.355821908,-0.886291385,-0.245429441,0.580341756,-0.125882149,0,3.405994654
-0.650838554,0.871755183,0.703397393,0.660645962,-0.117359757,-0.377359778,-0.610290051,0.322596043,0.441837907,0.671823084,-0.374709666,1,2.652279377
0.856441855,0.388883501,-0.04570467,0.511937022,-0.903976619,0.889765441,0.585214555,0.288147926,0.539126515,0.768666565,0.24432452,1,2.205341101
0.565744579,0.400105327,0.295526415,-0.137825981,-0.72887671,0.05837176,0.238264397,-0.288592219,0.69094497,-0.714603841,0.875775993,1,0.827124596
-0.646149814,-0.64655,0.907926738,0.581947923,-0.290691823,-0.077407755,0.419241458,0.196577609,-0.322300315,-0.380678147,0.086181872,0,3.405994654
0.273554236,-0.401767671,0.450209409,-0.301852703,0.278274924,0.109763756,0.728569627,0.637631178,0.027975047,0.813747466,0.147609726,1,1.585524559
-0.45255354,0.693347394,-0.642552137,-0.931069195,0.92681855,-0.260834605,-0.373004526,0.120501854,-0.002398897,0.334729612,-0.824534178,1,1.285184741
-0.645087063,-0.934614003,-0.605056584,0.478936285,0.101499125,0.855999589,0.065221064,0.513653278,-0.662794352,-0.806881785,-0.326608181,1,2.84696126
-0.490849167,-0.795000732,-0.560258269,0.716038465,0.826811433,0.786534667,-0.993964314,-0.609198272,0.224910229,0.760371387,-0.033608034,1,2.590583086
-0.197442517,-0.029531481,-0.799248934,-0.300514966,0.6112535,0.401533753,-0.590435624,0.247360349,-0.660164714,0.74637568,0.870392621,0,3.405994654
1.136212826,0.277325243,-0.002169042,0.454193473,-0.332925707,0.151442677,0.142609239,0.916774333,0.105144002,-0.775113821,-0.196109906,1,3.223963976
0.369788259,0.542474926,0.168265834,-0.304351449,0.690010011,0.198796093,0.506491065,-0.851673186,-0.146945447,-0.156140447,0.75056541,1,1.152073503
0.699611068,-0.441079408,-0.085603245,-0.807377696,0.030227585,-0.948855758,-0.218795761,-0.769931257,0.835124671,0.065645739,0.206695199,1,1.182557106
-0.678646743,-0.844341934,-0.788799047,-0.552102566,-0.016536277,0.060075589,0.176504105,0.960229576,-0.519740343,-0.725728631,0.923596025,0,3.405994654
-0.280713081,-0.754332006,0.374533683,0.877370298,0.009994779,0.8050313,-0.123244785,0.171320572,0.428804487,-0.820236087,-0.199635237,1,1.132860541
-0.320074528,0.27391243,-0.819075108,0.564520955,-0.711988688,-0.99926579,-0.157040924,-0.870230675,0.914735436,-0.119575746,0.015306837,0,3.405994654
-0.465952545,0.361043006,0.883707523,-0.519289017,-0.133300617,0.53711611,0.429829955,0.533586025,0.361172825,-0.873690188,-0.222933322,1,1.888976693
-0.363521725,0.319634765,-0.829184711,0.103693232,0.798802853,0.494661391,-0.799162865,0.500135958,0.835018635,0.443322748,-0.893276751,1,0.459371984
-0.641387463,0.991961539,-0.496099174,-0.36256364,-0.9360286,-0.890355945,-0.30383426,-0.125313789,-0.433359563,0.293421686,-0.766006291,0,3.405994654
0.182083383,0.362210333,-0.525208652,-0.479997545,-0.470127463,0.264289469,-0.332740396,-0.758463144,-0.581180334,0.382245511,-0.742374897,1,0.08429236
-0.658237934,0.856032848,-0.736270308,0.100962006,0.232040733,-0.255605698,0.068956681,0.66446811,-0.264600247,-0.721457958,0.361915767,1,1.34947288
-0.61669451,0.462279022,0.978399277,0.62949723,0.953159213,0.90328145,0.782473147,-0.642958879,0.021938929,0.467989892,0.241950512,0,3.405994654
1.105040312,-0.065848514,-0.283787966,-0.902101099,0.45374617,0.737218797,-0.410849601,0.352752328,-0.777439952,-0.115680069,-0.029304221,1,0.584267676
0.372254074,-0.282301903,0.491811335,-0.779185176,0.968926847,-0.989471614,-0.984478593,-0.53671068,0.462717324,-0.581591368,0.329933494,1,2.403401852
0.788165331,-0.297131985,0.292566895,0.211029425,-0.465751797,-0.681262493,-0.526130497,-0.858269572,-0.828627408,0.494886756,-0.792895973,1,2.211543798
-0.326421112,-0.59093684,-0.634720147,0.00851037,0.142092034,-0.04007544,-0.820525348,-0.935552716,-0.944108248,0.908046842,0.425594866,0,3.405994654
-0.725293696,0.780845463,-0.947880685,0.122389778,0.950866044,0.230560794,-0.116219461,-0.66678679,0.450296819,0.688506901,-0.084420741,1,2.730155468
-0.464139074,-0.715003073,0.630579829,-0.876957476,0.821380556,-0.458574802,-0.010155679,-0.958706379,-0.64744556,0.673982203,-0.871868908,1,0.458174258
0.495791048,-0.364231527,-0.374584138,-0.7184425,0.434424788,0.333136201,0.508946836,-0.835480154,0.772922635,0.602686524,0.208008528,1,0.002548769
-0.05489349,0.636045992,0.366962224,-0.350208491,-0.928332925,0.530756474,0.696040034,-0.516892016,0.480799824,-0.113506027,-0.820174038,1,1.312146068
0.117758296,0.048472736,-0.661253273,0.917355895,0.586426854,0.336901903,0.443200141,0.307523727,0.088649042,0.172831863,-0.025433751,0,3.405994654
-0.593524694,-0.966169357,-0.433258951,-0.430925727,0.842178226,0.215846807,-0.40699476,-0.921240985,-0.932602882,-0.626599371,-0.498944163,0,3.405994654
-0.647632003,-0.968233883,-0.555659592,-0.364776403,0.886740863,0.232140914,0.344335467,-0.519477129,0.407994926,-0.320238501,0.001024622,0,3.405994654
0.395892411,0.558139682,0.01953683,-0.503917038,-0.420111567,-0.550501704,0.865399718,0.259698778,0.380572647,0.780832767,0.342784286,0,3.405994654
-0.386743456,-0.40475139,-0.806831002,0.596467257,-0.82305336,0.508163333,-0.472467661,0.522379518,-0.04240926,0.277553201,0.467483729,0,3.405994654
-0.644507706,-0.560962021,0.960947156,-0.08121372,0.6009866,0.771874905,0.975350857,-0.140430033,0.215312377,0.64329344,-0.940851212,0,3.405994654
1.372201085,0.061091501,0.129332155,-0.388334602,0.989761651,0.728728473,-0.048128199,0.921856999,-0.720881462,0.966879547,-0.956495702,1,0.170801803
-0.325609446,-0.807846785,-0.314113021,-0.444669604,-0.652169585,0.506200373,-0.04301035,0.39215678,-0.30027023,0.771939635,0.27422598,0,3.405994654
1.319217682,0.125671163,-0.12960504,0.459820688,-0.128793195,0.246559277,-0.73456794,0.936069191,-0.307238311,-0.274421006,0.860847592,1,3.025126219
-0.67201221,-0.693061471,0.913452923,-0.333201736,-0.668450117,-0.247264713,-0.264330924,-0.631561995,0.36720863,-0.289555937,0.00250207,0,3.405994654
0.473356128,-0.47229442,0.241655067,-0.097301751,-0.815824449,-0.909145057,0.725062072,0.700909972,-0.59322536,-0.603842497,-0.781175256,0,3.405994654
-0.40789175,0.51655513,-0.756284714,-0.838814914,0.988000989,-0.246311381,-0.605572402,-0.346448302,0.526817262,0.977752984,0.281080067,0,3.405994654
0.193329811,-0.214264721,-0.596363246,0.138601765,-0.61455369,0.086473703,0.811625004,-0.819941759,0.527703166,0.503266871,0.404005855,1,0.74115181
-0.580035269,-0.839312077,0.624423683,0.932230473,-0.031806547,-0.620607316,0.632214129,0.412897289,-0.709266722,0.32588017,0.16025801,0,3.405994654
-0.105819538,0.566924512,0.501428068,-0.30502367,0.796168149,0.318818152,0.431684524,-0.546536446,-0.823406458,0.182942748,-0.559353709,0,3.405994654
1.010280132,-0.231041029,0.237676129,-0.505816102,0.864744425,0.35051164,0.756666362,-0.489719778,-0.873212636,-0.528966188,-0.528828263,1,0.749146879
-0.143214747,0.578205705,-0.514510751,-0.109782927,0.409838438,0.387478769,0.101094298,-0.125779092,0.069902748,0.080288023,0.719395041,0,3.405994654
-0.23522757,0.263423204,-0.77503252,0.423499495,-0.733188212,-0.543866515,-0.176438168,-0.554307401,-0.096423477,-0.271723032,-0.942139804,0,3.405994654
-0.439675152,0.293375254,-0.889440775,0.472480178,0.987773538,0.12696138,0.243878067,-0.463864714,-0.386669397,-0.352545381,0.244647488,1,3.217157125
-0.622143388,0.868343771,-0.655291557,0.360397071,0.289017022,-0.623147666,0.775224328,0.081817538,0.555364788,0.252332807,-0.032907583,0,3.405994654
0.336587608,0.542036295,0.206700623,0.756861448,-0.1707986,0.494302094,-0.138411403,-0.129415721,0.660719633,-0.595221162,-0.299096733,0,3.405994654
-0.500042737,0.485457867,-0.850684106,0.145591527,-0.469514936,0.727233827,0.111735694,-0.490462005,-0.89401269,-0.655005932,0.302080989,0,3.405994654
-0.244603619,0.401268691,0.718949437,0.969988585,0.216957286,0.387552351,-0.404092312,-0.469469607,0.160474613,-0.734640956,-0.044072516,1,1.603812456
-0.404096633,-0.045731165,0.912311733,-0.562857568,-0.507129252,-0.177966669,0.303105712,0.185242996,0.985954225,-0.030234689,-0.556721151,0,3.405994654
-0.459462643,-0.812666357,0.492157817,-0.975927949,0.014045384,0.16411826,0.842842937,-0.792063773,-0.58260572,-0.388532728,0.567991018,0,3.405994654
0.628702164,0.458860874,-0.122193821,0.703755438,0.576355934,0.592046201,0.334308952,0.068839453,0.083360963,0.474118173,-0.805647254,1,0.702416897
-0.180807918,0.681364775,0.403231472,0.173168689,0.309114456,-0.813720345,-0.788898706,0.194830045,0.726978481,-0.600165725,0.872147501,0,3.405994654
0.729799747,0.437381476,0.029244144,0.791810215,-0.079667158,0.871599555,-0.733068883,0.377663583,0.273043841,-0.911584079,-0.61005491,1,2.027204275
-0.104500718,0.737134397,0.169016913,0.789491534,-0.787308216,-0.384168178,0.956362724,0.055556253,-0.094630316,-0.13397938,0.621826828,1,1.530445695
